TrainingDataset,HumanGeneID,Symbol,Synonyms,Description,EnsemblGeneID
Tpossible_mito,23576,DDAH1,DDAH|HEL-S-16|O94760,dimethylarginine dimethylaminohydrolase 1,ENSG00000153904
Tmito,23786,BCL2L13,BCL-RAMBO|Bcl2-L-13|MIL1|Q9BXK5,BCL2-like 13 (apoptosis facilitator),ENSG00000099968
Tmito,54931,TRMT10C,HNYA|MRPP1|RG9MTD1|Q7L0Y3,tRNA methyltransferase 10 homolog C (S. cerevisiae),ENSG00000174173
Tpossible_mito,11332,ACOT7,ACH1|ACT|BACH|CTE-II|LACH|LACH1|RP1-120G22.10|hBACH|O00154,acyl-CoA thioesterase 7,ENSG00000097021
Tmito,51106,TFB1M,CGI75|RP11-477D19.2|mtTFB|mtTFB1|Q8WVM0,"transcription factor B1, mitochondrial",ENSG00000029639
Tnon_mito,381,ARF5,P84085,ADP-ribosylation factor 5,ENSG00000004059
Tmito,55013,CCDC109B,MCUb|Q9NWR8,coiled-coil domain containing 109B,ENSG00000005059
Tmito,56652,C10orf2,ATXN8|IOSCA|MTDPS7|PEO|PEO1|PEOA3|SANDO|SCA8|TWINL|Q96RR1,chromosome 10 open reading frame 2,ENSG00000107815
Tmito,27249,MMADHC,C2orf25|CL25022|cblD|Q9H3L0,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria",ENSG00000168288
Tpossible_mito,221120,ALKBH3,ABH3|DEPC-1|DEPC1|PCA1|Q96Q83,"alkB, alkylation repair homolog 3 (E. coli)",ENSG00000166199
Tmito,29920,PYCR2,P5CR2|Q96C36,"pyrroline-5-carboxylate reductase family, member 2",ENSG00000143811
Tnon_mito,6222,RPS18,D6S218E|HKE3|KE-3|KE3|S18|P62269,ribosomal protein S18,ENSG00000096150
Tpossible_mito,100131187,TSTD1,KAT|Q8NFU3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 1,ENSG00000215845
Tnon_mito,51109,RDH11,ARSDR1|CGI82|HCBP12|MDT1|PSDR1|RALR1|SCALD|SDR7C1|Q8TC12,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),ENSG00000072042
Tpossible_mito,27129,HSPB7,cvHSP|Q9UBY9,"heat shock 27kDa protein family, member 7 (cardiovascular)",ENSG00000173641
Tmito,57149,LYRM1,A211C6.1|O43325,LYR motif containing 1,ENSG00000102897
Tnon_mito,114876,OSBPL1A,ORP-1|ORP1|OSBPL1B|Q9BXW6,oxysterol binding protein-like 1A,ENSG00000141447
Tnon_mito,9401,RECQL4,RECQ4|O94761,RecQ protein-like 4,ENSG00000160957
Tmito,100131801,PET100,C19orf79|P0DJ07,PET100 homolog (S. cerevisiae),ENSG00000229833
Tmito,3098,HK1,HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|P19367,hexokinase 1,ENSG00000156515
Tmito,54332,GDAP1,CMT4|CMT4A|CMTRIA|Q8TB36,ganglioside induced differentiation associated protein 1,ENSG00000104381
Tmito,219402,MTIF3,IF3mt|Q9H2K0,mitochondrial translational initiation factor 3,ENSG00000122033
Tmito,7374,UNG,DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2|P13051,uracil-DNA glycosylase,ENSG00000076248
Tmito,10249,GLYAT,ACGNAT|CAT|GAT|Q6IB77,glycine-N-acyltransferase,ENSG00000149124
Tpossible_mito,6470,SHMT1,CSHMT|SHMT|P34896,serine hydroxymethyltransferase 1 (soluble),ENSG00000176974
Tmito,79763,ISOC2,Q96AB3,isochorismatase domain containing 2,ENSG00000063241
Tpossible_mito,5805,PTS,PTPS|Q03393,6-pyruvoyltetrahydropterin synthase,ENSG00000150787
Tnon_mito,23398,PPWD1,Q96BP3,peptidylprolyl isomerase domain and WD repeat containing 1,ENSG00000113593
Tmito,516,ATP5G1,ATP5A|ATP5G|P05496,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)",ENSG00000159199
Tnon_mito,162515,SLC16A11,MCT11|Q8NCK7,"solute carrier family 16, member 11",ENSG00000174326
Tmito,5860,QDPR,DHPR|PKU2|SDR33C1|P09417,quinoid dihydropteridine reductase,ENSG00000151552
Tnon_mito,9194,SLC16A7,MCT2|O60669,"solute carrier family 16 (monocarboxylate transporter), member 7",ENSG00000118596
Tpossible_mito,23457,ABCB9,EST122234|TAPL|Q9NP78,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",ENSG00000150967
Tmito,79934,ADCK4,NPHS9|Q96D53,aarF domain containing kinase 4,ENSG00000123815
Tmito,85865,GTPBP10,ObgH2|A4D1E9,GTP-binding protein 10 (putative),ENSG00000105793
Tnon_mito,6897,TARS,ThrRS|P26639,threonyl-tRNA synthetase,ENSG00000113407
Tmito,706,TSPO,BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18|P30536,translocator protein (18kDa),ENSG00000100300
Tpossible_mito,2495,FTH1,FHC|FTH|FTHL6|HFE5|PIG15|PLIF|P02794,"ferritin, heavy polypeptide 1",ENSG00000167996
Tnon_mito,55621,TRMT1,TRM1|Q9NXH9,tRNA methyltransferase 1 homolog (S. cerevisiae),ENSG00000104907
Tpossible_mito,5687,PSMA6,IOTA|PROS27|p27K|P60900,"proteasome (prosome, macropain) subunit, alpha type, 6",ENSG00000100902
Tmito,90956,ADCK2,AARF|Q7Z695,aarF domain containing kinase 2,ENSG00000133597
Tpossible_mito,8310,ACOX3,O15254,"acyl-CoA oxidase 3, pristanoyl",ENSG00000087008
Tpossible_mito,11021,RAB35,H-ray|RAB1C|RAY|Q15286,"RAB35, member RAS oncogene family",ENSG00000111737
Tnon_mito,100130890,TSTD3,RP1-199J3.3|H0UI37,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,
Tmito,92259,MRPS36,MRP-S36|P82909,mitochondrial ribosomal protein S36,ENSG00000134056
Tmito,57546,PDP2,PPM2C2|Q9P2J9,pyruvate dehyrogenase phosphatase catalytic subunit 2,ENSG00000172840
Tmito,55326,AGPAT5,1AGPAT5|LPAATE|Q9NUQ2,1-acylglycerol-3-phosphate O-acyltransferase 5,ENSG00000155189
Tnon_mito,84331,FAM195A,C16orf14|c349E10.1|Q9BUT9,"family with sequence similarity 195, member A",ENSG00000172366
Tmito,7351,UCP2,BMIQ4|SLC25A8|UCPH|P55851,"uncoupling protein 2 (mitochondrial, proton carrier)",ENSG00000175567
Tmito,51312,SLC25A37,MFRN|MFRN1|MSC|MSCP|PRO1278|PRO1584|PRO2217|Q9NYZ2,"solute carrier family 25 (mitochondrial iron transporter), member 37",ENSG00000147454
Tmito,81894,SLC25A28,MFRN2|MRS3/4|MRS4L|Q96A46,"solute carrier family 25 (mitochondrial iron transporter), member 28",ENSG00000155287
Tpossible_mito,153328,SLC25A48,Q6ZT89,"solute carrier family 25, member 48",ENSG00000145832
Tpossible_mito,203427,SLC25A43,Q8WUT9,"solute carrier family 25, member 43",ENSG00000077713
Tmito,283600,SLC25A47,C14orf68|HDMCP|Q6Q0C1,"solute carrier family 25, member 47",ENSG00000140107
Tpossible_mito,284427,SLC25A41,APC4|Q8N5S1,"solute carrier family 25, member 41",ENSG00000181240
Tpossible_mito,284723,SLC25A34,RP11-169K16.2|Q6PIV7,"solute carrier family 25, member 34",ENSG00000162461
Tnon_mito,11252,PACSIN2,SDPII|Q9UNF0,protein kinase C and casein kinase substrate in neurons 2,ENSG00000100266
Tpossible_mito,48,ACO1,ACONS|HEL60|IREB1|IREBP|IREBP1|IRP1|P21399,"aconitase 1, soluble",ENSG00000122729
Tnon_mito,4292,MLH1,COCA2|FCC2|HNPCC|HNPCC2|hMLH1|P40692,mutL homolog 1,ENSG00000076242
Tmito,4522,MTHFD1,MTHFC|MTHFD|P11586,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",ENSG00000100714
Tpossible_mito,60678,EEFSEC,EFSEC|SELB|P57772,"eukaryotic elongation factor, selenocysteine-tRNA-specific",ENSG00000132394
Tnon_mito,2053,EPHX2,CEH|SEH|P34913,"epoxide hydrolase 2, cytoplasmic",ENSG00000120915
Tnon_mito,1718,DHCR24,DCE|Nbla03646|SELADIN1|seladin-1|Q15392,24-dehydrocholesterol reductase,ENSG00000116133
Tnon_mito,11164,NUDT5,YSA1|YSA1H|YSAH1|hYSAH1|Q9UKK9,nudix (nucleoside diphosphate linked moiety X)-type motif 5,ENSG00000165609
Tmito,10367,MICU1,CALC|CBARA1|EFHA3|Q9BPX6,mitochondrial calcium uptake 1,ENSG00000107745
Tmito,6647,SOD1,ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer|P00441,"superoxide dismutase 1, soluble",ENSG00000142168
Tpossible_mito,253190,SERHL2,dJ222E13.1|Q9H4I8,serine hydrolase-like 2,ENSG00000183569
Tnon_mito,124997,WDR81,CAMRQ2|Q562E7,WD repeat domain 81,ENSG00000167716
Tmito,25915,NDUFAF3,2P1|C3orf60|E3-3|Q9BU61,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3",ENSG00000178057
Tnon_mito,388962,BOLA3,MMDS2|Q53S33,bolA family member 3,ENSG00000163170
Tpossible_mito,132299,OCIAD2,Q56VL3,OCIA domain containing 2,ENSG00000145247
Tmito,55316,RSAD1,Q9HA92,radical S-adenosyl methionine domain containing 1,ENSG00000136444
Tnon_mito,57552,NCEH1,AADACL1|NCEH|Q6PIU2,neutral cholesterol ester hydrolase 1,ENSG00000144959
Tmito,84303,CHCHD6,CHCM1|PPP1R23|Q9BRQ6,coiled-coil-helix-coiled-coil-helix domain containing 6,ENSG00000159685
Tnon_mito,7167,TPI1,HEL-S-49|TIM|TPI|TPID|P60174,triosephosphate isomerase 1,ENSG00000111669
Tmito,22868,FASTKD2,KIAA0971|Q9NYY8,FAST kinase domains 2,ENSG00000118246
Tpossible_mito,8799,PEX11B,PEX11-BETA|PEX14B|O96011,peroxisomal biogenesis factor 11 beta,ENSG00000131779
Tpossible_mito,25880,TMEM186,C16orf51|Q96B77,transmembrane protein 186,ENSG00000184857
Tnon_mito,84033,OBSCN,ARHGEF30|UNC89|Q5VST9,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",ENSG00000154358
Tpossible_mito,1528,CYB5A,CYB5|MCB5|P00167,cytochrome b5 type A (microsomal),ENSG00000166347
Tmito,80119,PIF1,C15orf20|PIF|Q9H611,PIF1 5'-to-3' DNA helicase,ENSG00000140451
Tnon_mito,2168,FABP1,FABPL|L-FABP|P07148,"fatty acid binding protein 1, liver",ENSG00000163586
Tpossible_mito,215,ABCD1,ABC42|ALD|ALDP|AMN|P33897,"ATP-binding cassette, sub-family D (ALD), member 1",ENSG00000101986
Tpossible_mito,2597,GAPDH,G3PD|GAPD|HEL-S-162eP|P04406,glyceraldehyde-3-phosphate dehydrogenase,ENSG00000111640
Tmito,11212,PROSC,O94903,proline synthetase co-transcribed homolog (bacterial),ENSG00000147471
Tnon_mito,9399,STOML1,SLP-1|STORP|hUNC-24|Q9UBI4,stomatin (EPB72)-like 1,ENSG00000067221
Tpossible_mito,1622,DBI,ACBD1|ACBP|CCK-RP|EP|P07108,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)",ENSG00000155368
Tnon_mito,5297,PI4KA,PI4K-ALPHA|PIK4CA|pi4K230|P42356,"phosphatidylinositol 4-kinase, catalytic, alpha",ENSG00000241973
Tmito,87178,PNPT1,COXPD13|DFNB70|OLD35|PNPASE|old-35|Q8TCS8,polyribonucleotide nucleotidyltransferase 1,ENSG00000138035
Tnon_mito,51643,TMBIM4,GAAP|LFG4|S1R|ZPRO|Q9HC24,transmembrane BAX inhibitor motif containing 4,ENSG00000155957
Tmito,116447,TOP1MT,Q969P6,"topoisomerase (DNA) I, mitochondrial",ENSG00000184428
Tnon_mito,123207,C15orf40,Q8WUR7,chromosome 15 open reading frame 40,ENSG00000169609
Tmito,246243,RNASEH1,H1RNA|RNH1|O60930,ribonuclease H1,ENSG00000171865
Tmito,10350,ABCA9,EST640918|Q8IUA7,"ATP-binding cassette, sub-family A (ABC1), member 9",ENSG00000154258
Tpossible_mito,6342,SCP2,NLTP|NSL-TP|SCP-2|SCP-CHI|SCP-X|SCPX|P22307,sterol carrier protein 2,ENSG00000116171
Tmito,51559,NT5DC3,TU12B1-TY|TU12B1TY|Q86UY8,5'-nucleotidase domain containing 3,ENSG00000111696
Tnon_mito,5775,PTPN4,MEG|PTPMEG|PTPMEG1|P29074,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",ENSG00000088179
Tpossible_mito,100272147,CMC4,C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1|P56277,C-x(9)-C motif containing 4,ENSG00000182712
Tpossible_mito,51,ACOX1,ACOX|PALMCOX|SCOX|Q15067,"acyl-CoA oxidase 1, palmitoyl",ENSG00000161533
Tpossible_mito,3945,LDHB,HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5|P07195,lactate dehydrogenase B,ENSG00000111716
Tmito,54059,YBEY,C21orf57|P58557,ybeY metallopeptidase (putative),ENSG00000182362
Tnon_mito,3094,HINT1,HINT|NMAN|PKCI-1|PRKCNH1|P49773,histidine triad nucleotide binding protein 1,ENSG00000169567
Tnon_mito,5313,PKLR,PK1|PKL|PKR|PKRL|RPK|P30613,"pyruvate kinase, liver and RBC",ENSG00000143627
Tmito,79594,MUL1,C1orf166|GIDE|MAPL|MULAN|RNF218|RP11-401M16.2|Q969V5,mitochondrial E3 ubiquitin protein ligase 1,ENSG00000090432
Tmito,7084,TK2,MTDPS2|MTTK|O00142,"thymidine kinase 2, mitochondrial",ENSG00000166548
Tmito,79814,AGMAT,Q9BSE5,agmatine ureohydrolase (agmatinase),ENSG00000116771
Tmito,129607,CMPK2,TMPK2|TYKi|UMP-CMPK2|Q5EBM0,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",ENSG00000134326
Tmito,637,BID,FP497|P55957,BH3 interacting domain death agonist,ENSG00000015475
Tmito,402,ARL2,ARFL2|P36404,ADP-ribosylation factor-like 2,ENSG00000213465
Tmito,55333,SYNJ2BP,ARIP2|OMP25|P57105,synaptojanin 2 binding protein,ENSG00000213463
Tmito,56947,MFF,C2orf33|GL004|Q9GZY8,mitochondrial fission factor,ENSG00000168958
Tmito,51181,DCXR,DCR|HCR2|HCRII|KIDCR|P34H|SDR20C1|XR|Q7Z4W1,dicarbonyl/L-xylulose reductase,ENSG00000169738
Tmito,53343,NUDT9,NUDT10|Q9BW91,nudix (nucleoside diphosphate linked moiety X)-type motif 9,ENSG00000170502
Tmito,23600,AMACR,AMACRD|CBAS4|RACE|RM|Q9UHK6,alpha-methylacyl-CoA racemase,ENSG00000242110
Tmito,11162,NUDT6,ASFGF2|FGF-AS|FGF2AS|GFG-1|GFG1|P53370,nudix (nucleoside diphosphate linked moiety X)-type motif 6,ENSG00000170917
Tmito,55101,ATP5SL,Q9NW81,ATP5S-like,ENSG00000105341
Tmito,29960,FTSJ2,FJH1|HEL97|MRM2|Q9UI43,FtsJ RNA methyltransferase homolog 2 (E. coli),ENSG00000122687
Tmito,578,BAK1,BAK|BAK-LIKE|BCL2L7|CDN1|Q16611,BCL2-antagonist/killer 1,ENSG00000030110
Tmito,1723,DHODH,DHOdehase|POADS|URA1|Q02127,dihydroorotate dehydrogenase (quinone),ENSG00000102967
Tmito,4129,MAOB,P27338,monoamine oxidase B,ENSG00000069535
Tmito,4259,MGST3,GST-III|O14880,microsomal glutathione S-transferase 3,ENSG00000143198
Tmito,51205,ACP6,ACPL1|LPAP|PACPL1|Q9NPH0,"acid phosphatase 6, lysophosphatidic",ENSG00000162836
Tmito,51642,MRPL48,HSPC290|L48MT|MRP-L48|Q96GC5,mitochondrial ribosomal protein L48,ENSG00000175581
Tmito,189,AGXT,AGT|AGT1|AGXT1|PH1|SPAT|SPT|TLH6|P21549,alanine-glyoxylate aminotransferase,ENSG00000172482
Tmito,1727,CYB5R3,B5R|DIA1|P00387,cytochrome b5 reductase 3,ENSG00000100243
Tmito,55794,DDX28,MDDX28|Q9NUL7,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,ENSG00000182810
Tmito,664,BNIP3,NIP3|Q12983,BCL2/adenovirus E1B 19kDa interacting protein 3,ENSG00000176171
Tmito,4595,MUTYH,CYP2C|MYH|Q9UIF7,mutY homolog,ENSG00000132781
Tmito,8225,GTPBP6,PGPL|O43824,GTP binding protein 6 (putative),ENSG00000178605
Tmito,1583,CYP11A1,CYP11A|CYPXIA1|P450SCC|P05108,"cytochrome P450, family 11, subfamily A, polypeptide 1",ENSG00000140459
Tmito,54940,OCIAD1,ASRIJ|OCIA|TPA018|Q9NX40,OCIA domain containing 1,ENSG00000109180
Tmito,79828,METTL8,TIP|Q9H825,methyltransferase like 8,ENSG00000123600
Tmito,84881,RPUSD4,Q96CM3,RNA pseudouridylate synthase domain containing 4,ENSG00000165526
Tmito,10201,NME6,IPIA-ALPHA|NDK 6|NM23-H6|O75414,NME/NM23 nucleoside diphosphate kinase 6,ENSG00000172113
Tmito,23770,FKBP8,FKBP38|FKBPr38|Q14318,"FK506 binding protein 8, 38kDa",ENSG00000105701
Tmito,79671,NLRX1,CLR11.3|DLNB26|NOD26|NOD5|NOD9|Q86UT6,NLR family member X1,ENSG00000160703
Tmito,55572,FOXRED1,H17|Q96CU9,FAD-dependent oxidoreductase domain containing 1,ENSG00000110074
Tmito,64216,TFB2M,Hkp1|mtTFB2|Q9H5Q4,"transcription factor B2, mitochondrial",ENSG00000162851
Tmito,152926,PPM1K,BDP|MSUDMV|PP2Ckappa|PP2Cm|PTMP|UG0882E07|Q8N3J5,"protein phosphatase, Mg2+/Mn2+ dependent, 1K",ENSG00000163644
Tmito,517,ATP5G2,ATP5A|Q06055,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",ENSG00000135390
Tmito,4535,ND1,MTND1|P03886,"NADH dehydrogenase, subunit 1 (complex I)",ENSG00000198888
Tmito,253827,MSRB3,DFNB74|Q8IXL7,methionine sulfoxide reductase B3,ENSG00000174099
Tmito,55335,NIPSNAP3B,NIPSNAP3|Q9BS92,nipsnap homolog 3B (C. elegans),ENSG00000165028
Tmito,4913,NTHL1,NTH1|OCTS3|P78549,nth endonuclease III-like 1 (E. coli),ENSG00000065057
Tmito,54708,MARCH5,MARCH-V|MITOL|RNF153|Q9NX47,membrane-associated ring finger (C3HC4) 5,ENSG00000198060
Tmito,119559,SFXN4,BCRM1|COXPD18|Q6P4A7,sideroflexin 4,ENSG00000183605
Tmito,293,SLC25A6,2|3|AAC3|ANT|ANT 2|ANT 3|ANT3|ANT3Y|P12236,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",ENSG00000169100
Tmito,4968,OGG1,HMMH|HOGG1|MUTM|OGH1|O15527,8-oxoguanine DNA glycosylase,ENSG00000114026
Tmito,81890,QTRT1,FP3235|TGT|TGUT|Q9BXR0,queuine tRNA-ribosyltransferase 1,ENSG00000213339
Tmito,84883,AIFM2,AMID|PRG3|RP11-367H5.2|Q9BRQ8,"apoptosis-inducing factor, mitochondrion-associated, 2",ENSG00000042286
Tmito,7001,PRDX2,HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA|P32119,peroxiredoxin 2,ENSG00000167815
Tmito,26235,FBXL4,FBL4|FBL5|MTDPS13|Q9UKA2,F-box and leucine-rich repeat protein 4,ENSG00000112234
Tmito,57678,GPAM,GPAT|GPAT1|Q9HCL2,"glycerol-3-phosphate acyltransferase, mitochondrial",ENSG00000119927
Tmito,27109,ATP5S,ATPW|FB|HSU79253|Q99766,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)",ENSG00000125375
Tmito,55177,RMDN3,FAM82A2|FAM82C|RMD-3|RMD3|ptpip51|Q96TC7,regulator of microtubule dynamics 3,ENSG00000137824
Tmito,84293,FAM213A,C10orf58|PAMM|Q9BRX8,"family with sequence similarity 213, member A",ENSG00000122378
Tmito,84833,USMG5,DAPIT|HCVFTP2|bA792D24.4|Q96IX5,up-regulated during skeletal muscle growth 5 homolog (mouse),ENSG00000173915
Tmito,100303755,PET117,CSRP2BP|Q6UWS5,PET117 homolog (S. cerevisiae),ENSG00000149474
Tmito,4128,MAOA,MAO-A|P21397,monoamine oxidase A,ENSG00000189221
Tmito,145853,C15orf61,A6NNL5,chromosome 15 open reading frame 61,ENSG00000189227
Tmito,3429,IFI27,FAM14D|ISG12|ISG12A|P27|P40305,"interferon, alpha-inducible protein 27",ENSG00000165949
Tmito,25974,MMACHC,RP11-291L19.3|cblC|Q9Y4U1,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",ENSG00000132763
Tmito,6210,RPS15A,S15a|P62244,ribosomal protein S15a,ENSG00000134419
Tmito,1429,CRYZ,Q08257,"crystallin, zeta (quinone reductase)",ENSG00000116791
Tmito,5831,PYCR1,ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR|P32322,pyrroline-5-carboxylate reductase 1,ENSG00000183010
Tmito,3852,KRT5,CK5|DDD|DDD1|EBS2|K5|KRT5A|P13647,keratin 5,ENSG00000186081
Tmito,4736,RPL10A,Csa-19|L10A|NEDD6|P62906,ribosomal protein L10a,ENSG00000198755
Tmito,55217,TMLHE,AUTSX6|BBOX2|TMLD|TMLH|TMLHED|XAP130|Q9NVH6,"trimethyllysine hydroxylase, epsilon",ENSG00000185973
Tmito,9804,TOMM20,MAS20|MOM19|TOM20|Q15388,translocase of outer mitochondrial membrane 20 homolog (yeast),ENSG00000173726
Tmito,6208,RPS14,EMTB|S14|P62263,ribosomal protein S14,ENSG00000164587
Tmito,65260,COA7,C1orf163|RESA1|SELRC1|Q96BR5,cytochrome c oxidase assembly factor 7 (putative),ENSG00000162377
Tmito,54471,MIEF1,HSU79252|MID51|SMCR7L|dJ1104E15.3|Q9NQG6,mitochondrial elongation factor 1,ENSG00000100335
Tmito,51097,SCCPDH,NET11|RP11-439E19.2|Q8NBX0,saccharopine dehydrogenase (putative),ENSG00000143653
Tmito,84419,C15orf48,FOAP-11|NMES1|Q9C002,chromosome 15 open reading frame 48,ENSG00000166920
Tmito,665,BNIP3L,BNIP3a|NIX|O60238,BCL2/adenovirus E1B 19kDa interacting protein 3-like,ENSG00000104765
Tmito,60493,FASTKD5,dJ1187M17.5|Q7L8L6,FAST kinase domains 5,ENSG00000215251
Tmito,11315,PARK7,DJ-1|DJ1|HEL-S-67p|Q99497,parkinson protein 7,ENSG00000116288
Tmito,5917,RARS,ArgRS|DALRD1|P54136,arginyl-tRNA synthetase,ENSG00000113643
Tmito,23095,KIF1B,CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1|O60333,kinesin family member 1B,ENSG00000054523
Tmito,55744,COA1,C7orf44|MITRAC15|Q9GZY4,cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae),ENSG00000106603
Tmito,4539,ND4L,MTND4L|P03901,"NADH dehydrogenase, subunit 4L (complex I)",ENSG00000212907
Tmito,23409,SIRT4,SIR2L4|Q9Y6E7,sirtuin 4,ENSG00000089163
Tmito,84300,UQCC2,C6orf125|Cbp6|M19|MNF1|bA6B20.2|Q9BRT2,ubiquinol-cytochrome c reductase complex assembly factor 2,ENSG00000137288
Tmito,201626,PDE12,2'-PDE|Q6L8Q7,phosphodiesterase 12,ENSG00000174840
Tmito,4832,NME3,DR-nm23|NDPK-C|NDPKC|NM23-H3|NM23H3|c371H6.2|Q13232,NME/NM23 nucleoside diphosphate kinase 3,ENSG00000103024
Tmito,22907,DHX30,DDX30|RETCOR|Q7L2E3,DEAH (Asp-Glu-Ala-His) box helicase 30,ENSG00000132153
Tmito,10922,FASTK,FAST|Q14296,Fas-activated serine/threonine kinase,ENSG00000164896
Tmito,196074,METTL15,METT5D1|A6NJ78,methyltransferase like 15,ENSG00000169519
Tmito,1591,CYP24A1,CP24|CYP24|HCAI|P450-CC24|Q07973,"cytochrome P450, family 24, subfamily A, polypeptide 1",ENSG00000019186
Tmito,80025,PANK2,C20orf48|HARP|HSS|NBIA1|PKAN|Q9BZ23,pantothenate kinase 2,ENSG00000125779
Tmito,763,CA5A,CA5|CAV|CAVA|P35218,"carbonic anhydrase VA, mitochondrial",ENSG00000174990
Tmito,64943,NT5DC2,Q9H857,5'-nucleotidase domain containing 2,ENSG00000168268
Tmito,98,ACYP2,ACYM|ACYP|P14621,"acylphosphatase 2, muscle type",ENSG00000170634
Tmito,83858,ATAD3B,AAA-TOB3|TOB3|Q5T9A4,"ATPase family, AAA domain containing 3B",ENSG00000160072
Tmito,26995,TRUB2,CLONE24922|RP11-339B21.1|O95900,TruB pseudouridine (psi) synthase family member 2,ENSG00000167112
Tmito,118881,COMTD1,Q86VU5,catechol-O-methyltransferase domain containing 1,ENSG00000165644
Tmito,126129,CPT1C,CATL1|CPT1-B|CPT1P|CPTI-B|CPTIC|Q8TCG5,carnitine palmitoyltransferase 1C,ENSG00000169169
Tmito,285315,C3orf33,AC3-33|Q6P1S2,chromosome 3 open reading frame 33,ENSG00000174928
Tmito,27044,SND1,TDRD11|p100|Q7KZF4,staphylococcal nuclease and tudor domain containing 1,ENSG00000197157
Tmito,90806,ANGEL2,KIAA0759L|Q5VTE6,angel homolog 2 (Drosophila),ENSG00000174606
Tmito,10549,PRDX4,AOE37-2|HEL-S-97n|PRX-4|Q13162,peroxiredoxin 4,ENSG00000123131
Tmito,10574,CCT7,CCTETA|CCTH|NIP7-1|TCP1ETA|Q99832,"chaperonin containing TCP1, subunit 7 (eta)",ENSG00000135624
Tmito,5034,P4HB,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB|P07237,"prolyl 4-hydroxylase, beta polypeptide",ENSG00000185624
Tmito,27301,APEX2,APE2|APEXL2|XTH2|Q9UBZ4,APEX nuclease (apurinic/apyrimidinic endonuclease) 2,ENSG00000169188
Tmito,10606,PAICS,ADE2|ADE2H1|AIRC|PAIS|P22234,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",ENSG00000128050
Tmito,84709,MGARP,C4orf49|CESP-1|HUMMR|OSAP|Q8TDB4,mitochondria-localized glutamic acid-rich protein,ENSG00000137463
Tmito,81932,HDHD3,2810435D12Rik|C9orf158|Q9BSH5,haloacid dehalogenase-like hydrolase domain containing 3,ENSG00000119431
Tmito,118672,PSTK,C10orf89|Q8IV42,phosphoseryl-tRNA kinase,ENSG00000179988
Tmito,1585,CYP11B2,ALDOS|CPN2|CYP11B|CYP11BL|CYPXIB2|P-450C18|P450C18|P450aldo|P19099,"cytochrome P450, family 11, subfamily B, polypeptide 2",ENSG00000179142
Tmito,471,ATIC,AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH|P31939,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ENSG00000138363
Tmito,81554,WBSCR16,Q96I51,Williams-Beuren syndrome chromosome region 16,ENSG00000174374
Tmito,222234,FAM185A,Q8N0U4,"family with sequence similarity 185, member A",ENSG00000222011
Tmito,5366,PMAIP1,APR|NOXA|Q13794,phorbol-12-myristate-13-acetate-induced protein 1,ENSG00000141682
Tmito,51060,TXNDC12,AG1|AGR1|ERP16|ERP18|ERP19|PDIA16|TLP19|hAG-1|hTLP19|O95881,thioredoxin domain containing 12 (endoplasmic reticulum),ENSG00000117862
Tmito,10061,ABCF2,ABC28|EST133090|HUSSY18|Q9UG63,"ATP-binding cassette, sub-family F (GCN20), member 2",ENSG00000033050
Tmito,11022,TDRKH,TDRD2|Q9Y2W6,tudor and KH domain containing,ENSG00000182134
